czas,isTof_1,isTof_2,isTof_3,isTof_4,islineS_1_Active,islineS_2_Active,islineS_3_Active,motor1_speed,motor2_speed,imuX,imuY
13440,0,1,1,0,0,1,0,-9,-97,-69.99,22.35
13470,0,0,1,0,0,1,0,-53,-46,-20.94,47.24
13500,1,1,1,0,0,1,0,-76,-55,95.00,-2.48
13530,1,1,0,0,1,0,1,-41,1,2.18,-15.99
13560,1,0,1,0,1,0,1,64,-38,-52.70,-0.29
13590,0,1,0,1,1,1,0,46,-90,-11.23,13.34
13620,1,0,1,1,1,1,1,-85,43,59.31,13.26
13650,1,0,0,0,0,1,0,67,-69,38.46,12.97
13680,1,0,1,1,1,0,0,-49,11,93.66,-95.75
13710,1,1,0,0,1,0,1,-31,13,62.76,-23.11
13740,0,0,0,0,1,0,1,96,13,-16.75,-10.26
13770,0,0,0,1,1,1,1,-61,-33,-44.95,28.19
13800,0,0,0,0,0,1,0,-95,92,32.50,65.36
13830,0,0,1,1,1,0,1,75,29,25.36,2.04
13860,1,0,0,0,1,1,1,62,7,-82.96,98.72
13890,0,1,1,0,1,1,0,-74,71,99.69,-14.29
13920,1,0,1,1,1,1,0,-68,-21,44.67,17.21
13950,1,0,0,0,0,1,1,-42,70,-81.96,62.88
13980,1,1,0,0,0,0,1,-39,-52,70.74,-68.14
14010,0,0,0,1,0,0,1,94,41,-93.61,97.94
14040,0,1,0,0,0,1,1,-58,50,-94.62,-79.25
14070,0,1,1,1,1,0,0,89,-26,18.09,10.51
14100,1,1,1,0,1,0,1,3,-14,-85.21,22.09
14130,0,0,0,0,1,1,0,-41,-94,98.08,-37.93
14160,0,1,0,0,0,1,1,-42,-47,-40.96,-5.60
14190,0,1,1,1,1,1,1,53,-36,-61.76,92.39
14220,0,1,0,1,0,1,0,-51,53,-71.47,-75.26
14250,0,0,0,0,1,1,1,-30,62,31.46,50.94
14280,0,1,0,0,0,1,0,-8,15,-16.62,26.90
14310,1,1,0,1,1,0,0,-50,-96,-17.62,-94.27
14340,0,1,0,0,1,1,1,40,-12,91.34,51.13
14370,0,0,0,0,1,0,0,76,-51,-74.36,9.45
14400,0,0,0,0,1,0,0,-85,-50,-48.64,43.19
14430,0,1,1,1,1,1,1,-51,-60,-36.30,-14.27
14460,1,0,1,1,1,0,0,-45,9,11.18,-25.88
14490,1,0,1,1,1,0,1,34,40,-49.75,89.57
14520,1,1,1,1,0,1,1,-36,-2,37.43,66.72
14550,0,1,0,1,0,1,1,7,-24,-7.93,76.25
14580,1,1,1,0,1,0,1,-6,-94,-81.47,54.85
14610,0,1,0,0,0,0,1,-93,80,-85.43,-10.79
14640,1,1,0,0,0,0,1,-75,21,1.78,-14.32
14670,1,0,0,1,0,0,1,-5,-8,-72.89,-7.68
14700,1,1,1,0,1,0,0,-73,-14,-91.88,60.90
14730,0,0,1,1,1,1,1,61,-15,74.44,-0.92
14760,1,0,0,1,1,1,1,-68,-96,45.71,-52.42
14790,1,0,1,1,1,0,1,49,53,41.31,23.82
14820,0,1,1,0,1,0,1,-90,57,-67.94,-32.93
14850,1,0,0,1,1,0,1,-31,15,71.69,-51.24
14880,1,0,1,0,1,1,1,-58,-42,-53.51,-31.94
14910,0,1,0,0,0,0,0,69,-26,-2.14,12.76
14940,1,0,0,0,0,0,0,36,93,-57.74,-58.54
14970,0,1,0,0,0,1,0,82,13,-18.91,1.63
15000,1,0,1,1,0,0,0,-76,4,65.62,-21.42
15030,0,0,1,1,1,1,0,30,75,33.67,-53.76
15060,1,1,0,1,0,1,0,48,55,79.00,-61.83
15090,0,0,1,1,0,0,0,28,49,7.73,17.08
15120,0,0,1,0,1,1,1,17,-78,70.98,91.74
15150,1,0,0,0,1,0,1,58,-7,-36.69,-10.00
15180,0,1,1,0,0,1,0,90,36,-71.17,-61.12
15210,1,1,0,0,0,1,1,80,12,-92.34,-98.34
15240,1,1,1,1,0,0,1,-86,-35,17.10,-96.89
15270,0,1,0,1,1,0,0,-88,64,66.17,-57.64
15300,0,0,0,0,1,1,1,75,98,-32.59,-72.53
15330,0,0,0,1,0,0,0,49,-10,34.64,21.37
15360,0,1,0,0,0,1,1,37,65,-48.91,98.38
15390,1,1,1,1,1,0,0,-34,55,43.78,-75.75
15420,1,0,1,1,0,1,1,-76,95,-45.54,-90.09
15450,1,1,0,0,1,1,1,-25,-59,98.51,98.92
15480,1,0,1,1,0,1,0,10,-86,-79.43,-72.16
15510,1,1,0,1,0,0,1,-57,65,-61.75,-30.39
15540,0,1,1,0,1,1,1,65,55,5.24,98.05
15570,1,1,0,1,1,1,1,33,-42,76.58,95.10
15600,0,1,0,1,1,0,1,8,-34,30.51,-4.04
15630,1,1,0,0,1,0,1,65,-93,26.52,77.40
15660,0,0,0,1,1,1,0,-31,-69,44.28,97.10
15690,1,1,0,0,0,0,1,-89,27,-49.86,-35.99
15720,0,0,1,1,0,0,1,-12,5,-61.31,89.17
15750,1,0,0,1,1,1,0,-61,-71,45.72,38.03
15780,1,0,0,0,0,1,0,-32,-6,-46.53,86.32
15810,1,0,0,1,1,0,1,59,79,44.00,-96.67
15840,0,1,1,0,1,1,0,-33,24,97.66,-71.72
15870,0,1,0,1,0,0,0,-39,25,88.46,70.52
15900,1,0,0,0,0,0,1,91,-31,-96.72,-93.00
15930,1,0,0,1,0,1,1,-46,83,3.98,-81.49
15960,1,1,1,1,1,1,1,1,38,-51.77,-5.27
15990,1,0,0,1,1,0,0,-65,95,28.13,22.49
16020,0,0,0,0,1,1,0,-92,58,75.16,78.44
16050,1,1,1,1,1,0,0,-28,-77,29.54,-29.50
16080,0,1,1,1,0,1,0,-52,-35,-97.69,-70.76
16110,0,0,0,0,0,1,0,38,-64,39.11,-39.16
16140,0,1,0,0,0,0,0,47,11,-86.05,-68.62
16170,0,1,1,0,1,0,1,37,47,66.85,-54.20
16200,0,0,1,0,1,1,0,42,93,-31.59,-44.31
16230,0,0,0,0,0,0,1,25,91,-77.29,49.50
16260,1,0,0,1,1,1,1,-14,-68,-60.95,-89.20
16290,0,0,0,1,0,1,1,-7,-44,-53.74,-61.06
16320,1,0,0,1,0,0,1,83,-49,-7.50,2.52
16350,1,1,0,0,0,1,0,-7,98,27.29,-66.19
16380,0,1,0,1,1,0,0,-91,100,-53.46,-38.10
16410,1,1,1,1,1,0,1,-32,24,-44.31,-12.61
16440,0,1,1,1,1,0,0,-83,43,51.21,24.28
16470,0,1,1,1,0,0,1,47,91,-30.62,-15.84
16500,0,1,1,1,0,0,0,-55,-25,-26.03,94.56
16530,0,1,1,0,0,0,1,-80,61,-94.91,11.96
16560,1,1,1,0,0,1,1,-99,3,89.74,-12.32
16590,0,1,1,1,0,1,0,13,-20,17.85,-24.04
16620,0,1,1,0,1,0,1,15,-11,-82.27,-60.01
16650,1,1,1,0,0,0,0,59,-44,-16.69,49.83
16680,1,0,0,1,1,0,1,-29,49,40.15,-98.89
16710,1,1,1,0,1,1,1,-38,51,86.86,85.80
16740,0,1,1,0,0,1,1,-18,76,19.88,-21.71
16770,1,1,0,1,1,0,0,51,46,-89.59,-97.15
16800,1,1,1,1,0,0,1,-55,-91,-43.00,4.75
16830,0,0,1,0,0,0,1,96,73,-16.11,0.76
16860,0,0,0,0,1,1,0,-44,-28,-97.83,-98.31
16890,1,0,1,0,0,1,1,26,90,-98.82,40.72
16920,1,1,0,1,0,1,0,-34,98,-17.61,-95.07
16950,0,0,1,1,0,0,1,50,100,-49.41,36.82
16980,0,0,0,0,1,0,0,79,95,30.50,-83.89
17010,1,0,0,0,0,1,1,11,-77,80.87,-90.85
17040,1,1,0,1,0,1,1,1,-28,-67.46,-10.24
17070,0,0,1,0,1,1,0,-78,-77,50.44,-24.27
17100,0,0,1,0,1,1,0,-38,48,56.74,94.11
17130,0,1,0,1,0,1,0,-64,73,29.52,-5.43
17160,1,1,0,0,1,1,1,92,97,58.32,-97.63
17190,0,1,0,0,0,0,1,-50,-96,-86.47,27.06
17220,1,0,0,0,0,0,1,33,-28,-6.27,-34.85
17250,0,1,0,0,1,0,1,79,-98,70.76,0.75
17280,0,1,0,0,0,0,1,37,-79,73.64,54.52
17310,0,1,0,0,1,0,1,-24,48,-69.27,1.11
17340,1,0,0,0,1,0,1,-49,82,35.23,-10.53
17370,0,1,0,1,1,1,0,-93,-2,67.42,67.41
17400,1,0,1,0,0,0,0,-6,91,-75.70,-80.21
17430,0,0,0,0,1,1,0,18,-38,-82.50,-36.60
17460,1,1,1,0,1,1,0,74,-29,82.47,-8.29
17490,1,1,1,0,0,1,1,-41,-74,-46.57,-51.64
17520,0,0,1,0,0,0,0,-81,-56,86.05,-78.97
17550,1,1,1,0,1,1,1,13,-58,-2.49,-56.51
17580,1,0,1,0,1,1,0,-82,-30,82.24,88.60
17610,1,0,1,0,0,1,1,-68,69,-76.27,55.78
17640,1,0,0,1,1,1,0,94,-7,63.44,76.51
17670,0,1,1,0,1,1,1,7,60,-10.83,83.33
17700,1,0,1,0,0,1,0,-41,57,-35.04,-91.79
17730,0,0,1,0,0,1,0,-61,-65,-16.24,-66.17
17760,0,0,1,0,0,0,1,74,16,-37.10,65.75
17790,0,1,0,0,0,1,1,30,81,-9.23,-91.60
17820,1,0,1,1,1,0,1,97,-7,58.04,-32.41
17850,1,0,1,1,0,1,1,45,45,42.15,-26.60
17880,1,1,1,1,0,1,0,76,100,76.05,-88.15
17910,0,0,1,0,0,0,1,-31,-92,-91.26,-8.83
17940,0,0,0,1,0,0,1,-27,-19,77.21,52.30
17970,1,0,1,0,0,0,0,59,-12,46.96,39.40
18000,1,1,1,1,1,0,0,-97,38,94.75,65.53
18030,0,1,0,1,1,1,1,58,-9,97.61,-83.11
18060,0,1,0,0,0,1,0,41,-48,92.01,-59.70
18090,1,0,0,0,0,0,1,2,59,-84.00,44.68
18120,1,1,1,1,0,0,0,-77,67,-25.80,92.56
18150,0,1,0,0,1,0,0,28,-4,-40.40,-46.36
18180,0,0,0,0,1,1,0,29,76,28.54,89.70
18210,0,1,0,1,1,0,0,-21,-10,80.05,3.71
18240,1,1,0,0,0,1,0,92,-100,50.88,-42.44
18270,0,0,1,0,1,1,1,-29,67,-22.48,-20.72
18300,0,1,1,1,1,1,0,-89,-6,-2.61,-96.00
18330,1,0,0,0,1,0,0,21,-93,-6.18,59.16
18360,1,1,1,0,1,1,1,-1,33,-24.25,-90.05
18390,1,1,1,1,0,0,1,-41,59,-76.95,29.28
18420,0,0,1,0,0,0,1,-53,100,92.36,15.62
18450,1,1,0,1,1,1,1,22,43,-52.65,-8.01
18480,1,1,0,1,0,0,0,-34,7,-56.81,94.64
18510,0,1,0,0,0,1,0,46,-85,-94.14,37.09
18540,1,0,1,0,0,1,0,-99,62,-12.05,-96.15
18570,0,1,1,1,0,1,0,-9,80,29.25,-86.69
18600,0,0,1,1,1,1,0,-45,-49,-53.76,-99.37
18630,0,1,0,0,1,0,0,-85,-61,-9.53,-75.55
18660,1,1,1,1,1,0,1,73,4,68.38,42.71
18690,1,1,0,0,0,1,1,-72,-46,-8.96,34.79
18720,0,0,0,1,1,0,0,-8,-12,68.34,-87.90
18750,0,0,1,0,1,0,1,-69,-94,-21.16,-35.11
18780,0,0,0,0,0,1,0,-5,51,-4.74,-70.05
18810,0,0,1,0,0,0,0,-44,-40,94.55,-52.53
18840,1,1,0,0,1,1,1,31,50,94.17,-73.31
18870,1,0,1,0,0,0,0,-56,-49,69.23,5.94
18900,1,0,0,1,0,0,1,84,-50,17.65,78.78
18930,0,1,1,0,1,1,0,64,68,-90.53,98.34
18960,1,0,1,0,0,1,0,-53,15,-85.75,-22.25
18990,0,1,0,1,1,1,1,34,38,82.84,-76.66
19020,1,1,0,0,1,0,0,-56,11,-92.56,-48.59
19050,1,1,0,1,1,1,1,-76,77,62.61,90.42
19080,0,0,1,0,0,1,0,81,-2,-71.16,-85.33
19110,0,1,1,0,1,1,0,89,85,35.76,-45.21
19140,1,0,1,0,0,1,0,-50,46,-68.34,-51.53
19170,0,0,0,0,1,1,0,42,21,-46.23,-50.20
19200,0,1,1,1,0,0,0,96,-48,9.77,-30.36
19230,1,0,1,0,0,1,0,94,75,-43.01,-10.47
19260,1,1,1,0,1,0,0,95,4,-67.95,40.08
19290,1,0,0,0,0,1,1,-31,40,-52.24,89.26
19320,1,0,0,1,1,0,1,-17,81,35.88,-82.00
19350,1,1,1,1,0,1,0,-5,-83,-4.96,4.63
19380,1,0,1,0,1,0,1,24,3,-68.20,-32.56
19410,0,1,1,0,0,1,1,-56,-64,-89.70,-51.47
19440,0,1,0,0,0,0,1,59,-64,-36.83,-71.74
19470,1,0,1,1,1,1,1,-30,20,78.20,94.43
19500,1,1,0,1,0,0,1,-23,-8,35.53,-28.82
19530,0,1,1,0,0,1,1,-79,8,65.50,-15.56
19560,1,0,1,1,0,1,0,-21,38,-23.17,48.31
19590,1,0,1,0,0,1,0,55,72,-28.20,-52.69
19620,0,1,1,1,1,0,1,-46,-28,93.89,25.79
19650,1,1,1,0,0,0,0,-83,25,-32.52,23.30
19680,1,0,0,0,0,1,1,-85,26,-84.35,20.35
19710,0,0,1,0,1,0,1,18,-18,42.16,95.53
19740,0,0,1,0,1,1,1,-32,35,15.76,-7.63
19770,0,1,0,0,1,1,1,60,47,65.05,-88.35
19800,0,1,0,1,0,0,0,53,-59,66.28,-80.74
19830,1,0,0,1,0,0,0,17,-50,-86.87,-27.96
19860,1,0,0,1,0,1,1,-50,29,68.86,-84.75
19890,0,0,1,1,1,1,0,96,39,-22.08,-76.91
19920,0,1,0,0,1,1,1,-28,55,-9.28,87.18
19950,1,1,1,0,0,0,0,3,-72,43.72,89.33
19980,0,0,1,1,0,0,0,4,79,-41.07,80.46
20010,0,0,1,0,0,0,0,67,-97,20.74,48.56
20040,1,0,1,0,0,1,0,78,40,89.33,-55.82
20070,0,1,0,0,1,0,1,40,-88,63.97,75.26
20100,0,1,0,1,1,1,0,11,-49,70.06,-57.68
20130,1,1,0,1,1,0,1,-69,-48,44.04,-74.91
20160,1,0,1,1,0,1,0,18,-93,40.06,67.63
20190,0,0,0,1,1,0,0,59,-48,43.77,-66.58
20220,0,1,0,0,0,0,1,8,51,95.96,87.73
20250,1,1,0,0,0,0,1,-11,-7,-9.92,58.37
20280,1,1,1,0,1,0,0,-46,-60,-9.62,-78.88
20310,0,1,0,1,0,0,0,-38,-20,24.88,29.37
20340,0,0,0,1,0,0,1,-80,-13,24.75,58.13
20370,1,0,0,0,0,1,1,-64,-35,-55.54,-98.15
20400,1,0,1,1,1,0,1,-24,-6,-28.20,-39.46
20430,1,1,1,0,1,1,0,59,-44,10.51,-53.43
20460,0,0,1,1,1,0,1,-76,97,-46.64,56.07
20490,0,1,1,1,0,0,1,-48,10,-38.54,95.88
20520,1,0,0,0,0,1,0,-56,-49,2.91,-70.97
20550,0,0,0,1,1,1,1,-18,12,59.31,15.37
20580,1,1,0,1,0,1,0,30,-88,34.29,-73.50
20610,0,1,1,1,0,0,1,-98,-84,81.59,-11.01
20640,1,0,1,0,1,1,1,-45,-89,-77.22,-45.11
20670,0,0,1,1,1,0,1,-70,26,-15.08,-80.70
20700,1,0,1,1,0,1,1,29,-9,-3.04,66.18
20730,0,1,1,1,0,1,0,-30,-83,-39.63,-38.72
20760,1,0,0,1,0,1,1,-79,-37,-20.30,24.95
20790,0,0,1,1,0,0,1,10,66,70.83,-70.91
20820,1,0,1,1,1,0,0,94,37,96.42,31.53
20850,0,0,1,0,0,1,0,76,10,24.89,75.52
20880,0,0,1,0,1,0,0,-3,9,-15.51,12.47
20910,1,1,1,0,1,0,1,-38,46,-86.87,-29.38
20940,0,0,0,0,0,0,1,-57,18,75.28,-65.60
20970,0,0,0,0,0,1,1,-6,22,85.56,4.67
21000,0,1,0,1,0,1,1,15,0,75.68,-22.56
21030,1,1,0,0,1,0,1,35,74,7.76,-89.99
21060,1,0,0,0,1,0,1,28,31,-21.28,-6.51
21090,0,0,1,1,0,0,0,83,-80,-31.71,-39.04
21120,0,0,0,1,1,0,0,18,-41,-39.59,32.11
21150,1,1,1,0,1,1,0,-99,94,-9.09,36.74
21180,0,1,1,1,1,1,1,88,98,83.69,-0.30
21210,0,1,1,0,1,1,1,40,34,-4.56,-83.02
21240,1,1,0,1,0,0,1,-18,16,-30.05,-76.42
21270,1,0,0,1,0,0,0,16,-55,22.46,-82.37
21300,1,1,1,1,1,1,0,-43,-46,32.74,-35.33
21330,1,1,0,1,1,1,0,89,75,58.28,-44.55
21360,1,0,0,0,0,1,0,-59,-90,-53.20,-18.59
21390,1,1,1,0,1,0,1,5,94,-21.90,-37.10
21420,0,0,1,1,0,0,0,47,-7,95.82,-3.55
21450,1,0,0,0,1,1,0,-81,-18,-95.49,72.44
21480,1,0,1,0,0,1,0,26,28,-78.40,-96.52
21510,1,1,0,1,1,1,0,-55,-79,-61.40,32.05
21540,1,0,1,0,0,1,0,87,94,34.58,93.76
21570,0,0,1,1,0,1,1,-71,-59,50.93,-74.24
21600,0,0,0,0,0,1,0,64,-6,12.62,50.10
21630,0,0,1,0,1,1,1,61,-92,0.29,-50.09
21660,1,1,0,0,0,0,1,-74,-13,2.94,38.70
21690,0,1,1,1,0,1,1,47,-37,-35.38,-84.07
21720,0,1,1,0,1,0,0,91,95,58.33,99.18
21750,0,1,1,0,1,0,0,-60,93,-68.47,25.04
21780,1,0,0,1,0,0,0,59,70,-41.17,29.42
21810,1,1,0,1,1,1,0,100,-92,14.61,80.66
21840,0,0,0,1,0,0,1,62,-62,78.13,42.52
21870,0,1,1,0,1,1,1,87,92,27.97,-1.50
21900,0,0,1,1,1,1,1,-13,70,1.26,-24.28
21930,1,1,1,1,0,1,0,63,-32,-90.53,3.04
21960,1,1,0,0,1,0,1,26,19,86.21,46.87
21990,1,0,0,0,0,1,0,-62,-93,-44.94,87.02
22020,1,1,0,1,1,1,0,-88,-4,40.93,69.43
22050,1,0,0,1,1,0,1,-72,-20,84.65,-47.45
22080,0,0,1,1,1,0,1,-85,-95,-41.89,-95.34
22110,0,0,0,1,1,1,0,-48,-77,-31.54,26.67
22140,0,0,0,0,0,0,1,79,54,-62.52,-39.21
22170,1,1,1,0,1,1,0,-23,3,8.31,37.28
22200,1,0,1,1,0,0,0,24,-14,44.05,37.07
22230,0,1,1,0,0,1,0,-7,45,-80.00,4.66
22260,1,1,1,1,1,1,0,24,-67,-54.15,88.52
22290,0,0,1,1,1,1,1,50,69,44.97,10.74
22320,1,0,1,1,1,0,0,11,-42,-54.50,-70.78
22350,0,1,0,0,1,0,0,29,100,27.91,-24.36
22380,1,1,0,1,0,1,1,-58,-69,-73.29,49.73
22410,0,1,1,0,0,1,1,-82,-86,9.76,17.13
22440,1,0,1,1,1,1,1,-61,-39,66.56,0.47
22470,1,0,1,0,1,0,1,-71,-28,-69.65,1.62
